subject,subject_type,relation,object,object_type,date
agus pambagio,ORANG,Mengumumkan,perpres nomor 10 tahun 2021,KONSEP,2021-02-28 22:22:00
peraturan presiden republik indonesia nomor 10 tahun 2021,PEMERINTAHAN,Mengumumkan,keran investasi minuman keras,SEKTOR,2021-02-28 11:39:00
yalsa butik,PERUSAHAAN,Menghasilkan,keuntungan investasi,INSTRUMEN_FINANSIAL,2021-02-27 18:55:00
yalsa butik,PERUSAHAAN,Mengumumkan,launching,EVENT,2021-02-27 18:55:00
yalsa butik,PERUSAHAAN,BeroperasiDi,malaysia,NEGARA,2021-02-27 18:55:00
yalsa butik,PERUSAHAAN,BeroperasiDi,jakarta,KOTA,2021-02-27 18:55:00
yalsa butik,PERUSAHAAN,BeroperasiDi,banda aceh,KOTA,2021-02-27 18:55:00
yalsa butik,PERUSAHAAN,Mengumumkan,konferensi pers,EVENT,2021-02-27 18:55:00
yalsa butik,PERUSAHAAN,Memiliki,anggota,ORANG,2021-02-27 18:55:00
yalsa butik,PERUSAHAAN,Mengendalikan,reseller,ORANG,2021-02-27 18:55:00
yalsa butik,PERUSAHAAN,Mengaitkan,member,ORANG,2021-02-27 18:55:00
emas,PRODUK,BerinvestasiDi,portofolio investasi,KONSEP,2021-02-27 17:20:00
indra sjuriah,ORANG,Mengumumkan,besaran investasi emas,KONSEP,2021-02-27 17:20:00
indra sjuriah,ORANG,Mempengaruhi,profil masing-masing,KONSEP,2021-02-27 17:20:00
utang,KONSEP,Mempengaruhi,masalah kompleks,KONSEP,2021-02-27 15:34:00
artikel ilmiah berjudul insolvency syndrome: when over-indebtedness affects health and wellbeing,EVENT,Mengaitkan,kesehatan fisik,INDIKATOR_EKONOMI,2021-02-27 15:34:00
utangnya,KONSEP,Meningkatkan,masalah keuangan,KONSEP,2021-02-27 15:34:00
kebiasaan berbelanja yang tidak perlu,KONSEP,Mempengaruhi,gaya hidup hemat,KONSEP,2021-02-27 15:34:00
sumber pendapatan,KONSEP,Memiliki,usaha,PERUSAHAAN,2021-02-27 15:34:00
kebebasan finansial,KONSEP,Mempengaruhi,kebutuhan hidup,KONSEP,2021-02-27 15:34:00
lembaga penanaman modal,ORGANISASI,BeroperasiDi,otoritas jasa keuangan,BADAN_REGULATOR,2021-02-27 15:34:00
kementerian komunikasi dan informasi,PEMERINTAHAN,Mempengaruhi,swi,ORGANISASI,2021-02-27 13:14:00
ketua swi tongam l tobing,ORANG,Mengumumkan,kedua aplikasi diblokir,KONSEP,2021-02-27 13:14:00
swi,ORGANISASI,Mengumumkan,rekomendasi,KONSEP,2021-02-27 13:14:00
swi,ORGANISASI,AnggotaDari,kementerian komunikasi dan informasi,PEMERINTAHAN,2021-02-27 13:14:00
dua aplikasi vtube dan tiktok cash,PRODUK,Mempengaruhi,pengguna,ORANG,2021-02-27 13:14:00
dua aplikasi vtube dan tiktok cash,PRODUK,Menghasilkan,investasi bodong,KONSEP,2021-02-27 13:14:00
kementerian komunikasi dan informasi,PEMERINTAHAN,Mengumumkan,dua aplikasi vtube dan tiktok cash,PRODUK,2021-02-27 13:14:00
danareksa investment management,PERUSAHAAN,Memiliki,danareksa seruni pasar uang iii,PRODUK,2021-02-26 15:49:00
bank indonesia,BADAN_REGULATOR,Mengumumkan,keputusan pemangkasan suku bunga,KONSEP,2021-02-26 15:49:00
penurunan suku bunga,KONSEP,BerdampakPositif,pelaku pasar,ORANG,2021-02-26 15:49:00
bi 7 days reverse repo rate,INDIKATOR_EKONOMI,BeroperasiDi,"level 3,5 persen",KONSEP,2021-02-26 15:49:00
penurunan suku bunga,KONSEP,Mempengaruhi,pasar saham dan obligasi,SEKTOR,2021-02-26 15:49:00
bank indonesia,BADAN_REGULATOR,Mengendalikan,suku bunga,INSTRUMEN_FINANSIAL,2021-02-26 15:49:00
pt danareksa investment management,PERUSAHAAN,Mengumumkan,produk reksa dana,PRODUK,2021-02-26 15:49:00
reksa dana pasar uang,PRODUK,Memiliki,karakteristik,KONSEP,2021-02-26 15:49:00
skk migas,ORGANISASI,Mengendalikan,sistem pengadaan barang dan jasa,KONSEP,2021-02-26 15:03:00
skk migas,ORGANISASI,BeroperasiDi,pengadaan barang dan jasa,KONSEP,2021-02-26 15:03:00
satuan kerja khusus pelaksana kegiatan usaha hulu minyak dan gas bumi,ORGANISASI,BeroperasiDi,industri hulu migas,SEKTOR,2021-02-26 15:03:00
industri hulu migas,SEKTOR,Mempengaruhi,capaian tkdn,INDIKATOR_EKONOMI,2021-02-26 15:03:00
skk migas,ORGANISASI,BerdampakPositif,keterlibatan industri nasional,KONSEP,2021-02-26 15:03:00
satuan kerja khusus pelaksana kegiatan usaha hulu minyak dan gas bumi,ORGANISASI,Mengendalikan,sistem pengadaan barang dan jasa,KONSEP,2021-02-26 15:03:00
satuan kerja khusus pelaksana kegiatan usaha hulu minyak dan gas bumi,ORGANISASI,Mengumumkan,rencana jangka panjang industri hulu migas,KONSEP,2021-02-26 15:03:00
investree,PERUSAHAAN,Menghasilkan,"dana pemulihan ekonomi nasional (pen) sebesar rp 50,2 miliar",INDIKATOR_EKONOMI,2021-02-26 13:07:00
investree,PERUSAHAAN,BerinvestasiDi,sbn dan sbsn seri sr014,PRODUK,2021-02-26 13:07:00
kementerian keuangan republik indonesia,PEMERINTAHAN,Mengumumkan,mitra distribusi penjualan surat berharga negara (sbn) dan surat berharga syariah negara (sbsn),KONSEP,2021-02-26 13:07:00
indonesia investment authority,BADAN_REGULATOR,Mengumumkan,tenaga kerja,INDIKATOR_EKONOMI,2021-02-25 18:28:00
lembaga pengelola investasi,BADAN_REGULATOR,Mengumumkan,tenaga kerja,INDIKATOR_EKONOMI,2021-02-25 18:28:00
lpi,BADAN_REGULATOR,Mengendalikan,proyek strategis nasional,KONSEP,2021-02-25 18:28:00
masyarakat adat,KONSEP,Mempengaruhi,ekonomi indonesia,INDIKATOR_EKONOMI,2021-02-25 17:23:00
badan koordinasi penanaman modal,BADAN_REGULATOR,Berpartisipasi,webinar urgensi uu masyarakat adat,EVENT,2021-02-25 17:23:00
abdul muhaimin iskandar,ORANG,Mengumumkan,uu masyarakat adat,KONSEP,2021-02-25 17:23:00
pemerintah,PEMERINTAHAN,Mengumumkan,perpres nomor 10 tahun 2021,KONSEP,2021-02-25 11:43:00
illiza sa'aduddin djamal,ORANG,Mempengaruhi,investasi,KONSEP,2021-02-25 11:43:00
illiza sa'aduddin djamal,ORANG,Mengumumkan,rancangan undang-undang larangan minuman alkohol,KONSEP,2021-02-25 11:43:00
kementerian keuangan,PEMERINTAHAN,Mengumumkan,besaran imbal hasil atau kupon dari surat berharga syariah negara (sbsn) sukuk negara ritel seri sr014,KONSEP,2021-02-25 10:17:00
sukuk negara ritel seri sr014,PRODUK,Memiliki,underlying aset berupa bmn dan proyek/kegiatan kementerian/lembaga pada apbn 2021,KONSEP,2021-02-25 10:17:00
sukuk negara ritel seri sr014,PRODUK,BerdampakPositif,membiayai apbn termasuk membiayai pembangunan proyek infrastruktur di indonesia,KONSEP,2021-02-25 10:17:00
pemerintah,PEMERINTAHAN,AnggotaDari,bank central asia,PERUSAHAAN,2021-02-25 10:17:00
pemerintah,PEMERINTAHAN,AnggotaDari,bank cimb niaga,PERUSAHAAN,2021-02-25 10:17:00
pemerintah,PEMERINTAHAN,AnggotaDari,bank commonwealth,PERUSAHAAN,2021-02-25 10:17:00
pemerintah,PEMERINTAHAN,AnggotaDari,bank danamon indonesia,PERUSAHAAN,2021-02-25 10:17:00
padang pariaman,KOTA,Memiliki,kerugian rp 500 juta,INDIKATOR_EKONOMI,2021-02-25 09:38:00
padang pariaman,KOTA,BeroperasiDi,"seorang pedagang, ak (34)",ORANG,2021-02-25 09:38:00
penipuan berkedok investasi voucer pulsa internet,KONSEP,Mempengaruhi,istri polisi berinisial sn (36),ORANG,2021-02-25 09:38:00
istri polisi berinisial sn (36),ORANG,BerinvestasiDi,"seorang pedagang, ak (34)",ORANG,2021-02-25 09:38:00
"seorang pedagang, ak (34)",ORANG,Mengendalikan,modal rp 100 juta,INSTRUMEN_FINANSIAL,2021-02-25 09:38:00
tesla,PERUSAHAAN,Mengumumkan,pabrik terbaru,PRODUK,2021-02-25 09:02:00
tesla,PERUSAHAAN,BerinvestasiDi,india,NEGARA,2021-02-25 09:02:00
tesla,PERUSAHAAN,BerinvestasiDi,indonesia,NEGARA,2021-02-25 09:02:00
tauhid ahmad,ORANG,Mempengaruhi,pajak kendaraan listrik,KONSEP,2021-02-25 09:02:00
kementerian koordinator bidang kemaritiman dan investasi,PEMERINTAHAN,Mengumumkan,negosiasi dengan tesla,KONSEP,2021-02-25 09:02:00
vtube,PERUSAHAAN,Mengumumkan,perbaikan dan pembaruan sistem,KONSEP,2021-02-25 08:00:00
pelaku usaha mikro kecil dan menengah,SEKTOR,Berpartisipasi,ikea,PERUSAHAAN,2021-02-24 20:00:00
ikea,PERUSAHAAN,BerinvestasiDi,bandung barat,KOTA,2021-02-24 20:00:00
ikea,PERUSAHAAN,BerdampakPositif,perekonomian bandung,INDIKATOR_EKONOMI,2021-02-24 20:00:00
vtube,PRODUK,Mengumumkan,blokir kominfo,KONSEP,2021-02-24 19:45:00
kominfo,BADAN_REGULATOR,Mengumumkan,vtube,PRODUK,2021-02-24 19:45:00
bendungan ciawi,PRODUK,Memiliki,pengembangan pariwisata,KONSEP,2021-02-24 17:40:00
kementerian koordinator bidang kemaritiman dan investasi,PEMERINTAHAN,AnggotaDari,rahman hidayat,ORANG,2021-02-24 17:40:00
dony hermawan,ORANG,Mengumumkan,kapasitas bendungan,KONSEP,2021-02-24 17:40:00
bendungan ciawi,PRODUK,Memiliki,lokasi konservasi sumber daya air,KONSEP,2021-02-24 17:40:00
pemerintah,PEMERINTAHAN,Mengumumkan,bendungan ciawi,PRODUK,2021-02-24 17:40:00
bendungan ciawi,PRODUK,Memiliki,fungsi pengendali banjir,KONSEP,2021-02-24 17:40:00
rahman hidayat,ORANG,Berpartisipasi,pembangunan bendungan,KONSEP,2021-02-24 17:40:00
pemerintah,PEMERINTAHAN,Mengumumkan,industri minuman keras,SEKTOR,2021-02-24 15:39:00
industri minuman keras,SEKTOR,BeroperasiDi,provinsi bali,WILAYAH,2021-02-24 15:39:00
industri minuman keras,SEKTOR,BeroperasiDi,provinsi nusa tenggara timur,WILAYAH,2021-02-24 15:39:00
industri minuman keras,SEKTOR,BeroperasiDi,provinsi sulawesi utara,WILAYAH,2021-02-24 15:39:00
industri minuman keras,SEKTOR,BeroperasiDi,provinsi papua,WILAYAH,2021-02-24 15:39:00
badan koordinasi penanaman modal,BADAN_REGULATOR,Mempengaruhi,usulan gubernur,KONSEP,2021-02-24 15:39:00
peraturan presiden nomor 10 tahun 2021,KONSEP,Memperkenalkan,klasifikasi miras,KONSEP,2021-02-24 15:39:00
investor asing,PERUSAHAAN,BerinvestasiDi,industri minuman keras,SEKTOR,2021-02-24 15:39:00
investor domestik,PERUSAHAAN,BerinvestasiDi,industri minuman keras,SEKTOR,2021-02-24 15:39:00
koperasi,PERUSAHAAN,BerinvestasiDi,industri minuman keras,SEKTOR,2021-02-24 15:39:00
"usaha mikro, kecil, dan menengah",PERUSAHAAN,BerinvestasiDi,industri minuman keras,SEKTOR,2021-02-24 15:39:00
badan koordinasi penanaman modal,BADAN_REGULATOR,Mengendalikan,penanaman modal,INDIKATOR_EKONOMI,2021-02-24 15:39:00
badan koordinasi penanaman modal,BADAN_REGULATOR,Mengumumkan,negosiasi pemerintah dengan tesla inc,KONSEP,2021-02-24 14:05:00
tesla inc,PERUSAHAAN,BerinvestasiDi,indonesia,NEGARA,2021-02-24 14:05:00
ajaib sekuritas,PERUSAHAAN,Mengumumkan,program generasi saham,EVENT,2021-02-23 16:00:00
ajaib sekuritas,PERUSAHAAN,BerdampakPositif,literasi keuangan,KONSEP,2021-02-23 16:00:00
ajaib sekuritas,PERUSAHAAN,Berpartisipasi,bei,BADAN_REGULATOR,2021-02-23 16:00:00
bij,BADAN_REGULATOR,Mengumumkan,program generasi saham,EVENT,2021-02-23 16:00:00
bij,BADAN_REGULATOR,BerdampakPositif,literasi keuangan,KONSEP,2021-02-23 16:00:00
bij,BADAN_REGULATOR,BerdampakPositif,pertumbuhan investor saham baru,INDIKATOR_EKONOMI,2021-02-23 16:00:00
milenial,ORANG,Mempengaruhi,pertumbuhan pasar modal,KONSEP,2021-02-23 16:00:00
pasar modal indonesia,KONSEP,Meningkatkan,investor ritel domestik,INDIKATOR_EKONOMI,2021-02-23 16:00:00
jumlah kepesertaan bpjs ketenagakerjaan,INDIKATOR_EKONOMI,Memiliki,54.450.000 orang,KONSEP,2021-02-23 14:48:00
jumlah kepesertaan bpjs ketenagakerjaan,INDIKATOR_EKONOMI,Menurunkan,51.759.507 orang,KONSEP,2021-02-23 14:48:00
bpjs ketenagakerjaan,ORGANISASI,Meningkatkan,cakupan peserta,INDIKATOR_EKONOMI,2021-02-23 14:48:00
bpjs ketenagakerjaan,ORGANISASI,Meningkatkan,layanan dan manfaat bagi pekerja,KONSEP,2021-02-23 14:48:00
bpjs ketenagakerjaan,ORGANISASI,Mengendalikan,anggaran investasi,INSTRUMEN_FINANSIAL,2021-02-23 14:48:00
presiden ri joko widodo,ORANG,Mengumumkan,14 pejabat di bpjs ketenagakerjaan,ORGANISASI,2021-02-23 14:48:00
tesla,PERUSAHAAN,BeroperasiDi,amerika serikat,NEGARA,2021-02-23 13:41:00
korban,ORANG,BerinvestasiDi,toko voucher pulsa,KONSEP,2021-02-23 12:45:00
polres padang pariaman,PERUSAHAAN,Mengumumkan,laporan,KONSEP,2021-02-23 12:45:00
pedagang ak,ORANG,Mempengaruhi,korban,ORANG,2021-02-23 12:45:00
toko voucher pulsa,KONSEP,Mengaitkan,investasi,KONSEP,2021-02-23 12:45:00
pedagang ak,ORANG,Mengendalikan,toko voucher pulsa,KONSEP,2021-02-23 12:45:00
uang,KONSEP,Memiliki,rekening bank,KONSEP,2021-02-23 11:24:00
kebebasan,KONSEP,Memiliki,kemerdekaan,KONSEP,2021-02-23 11:24:00
kebebasan,KONSEP,Memiliki,tanggung jawab,KONSEP,2021-02-23 11:24:00
tesla,PERUSAHAAN,BerinvestasiDi,bitcoin,PRODUK,2021-02-23 11:08:00
phe oses,PERUSAHAAN,Berpartisipasi,kegiatan eksplorasi,KONSEP,2021-02-22 20:15:00
indonesia,NEGARA,Berpartisipasi,vaksinasi,KONSEP,2021-02-22 20:15:00
vaksinasi,KONSEP,Mempengaruhi,iklim usaha hulu migas,KONSEP,2021-02-22 20:15:00
harga minyak dunia,INDIKATOR_EKONOMI,BerdampakPositif,iklim usaha hulu migas,KONSEP,2021-02-22 20:15:00
skk migas,BADAN_REGULATOR,Mengumumkan,tender investasi senilai rp 84 triliun,KONSEP,2021-02-22 20:15:00
realisasi investasi hulu migas,KONSEP,Meningkatkan,kegiatan eksplorasi,KONSEP,2021-02-22 20:15:00
pertamina hulu kalimantan timur,PERUSAHAAN,Berpartisipasi,kegiatan eksplorasi,KONSEP,2021-02-22 20:15:00
eni east sepinggan,PERUSAHAAN,Berpartisipasi,kegiatan eksplorasi,KONSEP,2021-02-22 20:15:00
pertamina hulu mahakam,PERUSAHAAN,Berpartisipasi,kegiatan eksplorasi,KONSEP,2021-02-22 20:15:00
pertamina ep,PERUSAHAAN,Berpartisipasi,kegiatan eksplorasi,KONSEP,2021-02-22 20:15:00
bp jamsostek,BADAN_REGULATOR,Memiliki,jumlah kepesertaan dari pmi,INDIKATOR_EKONOMI,2021-02-22 18:52:00
bp jamsostek,BADAN_REGULATOR,Memiliki,jumlah kepesertaan,INDIKATOR_EKONOMI,2021-02-22 18:52:00
bp jamsostek,BADAN_REGULATOR,Mengendalikan,dana para pekerja,INSTRUMEN_FINANSIAL,2021-02-22 18:52:00
pmi,ORGANISASI,Berpartisipasi,perserta bp jamsostek,INDIKATOR_EKONOMI,2021-02-22 18:52:00
direksi dan dewan pengawas bp jamsostek,BADAN_REGULATOR,Mengendalikan,dana para pekerja,INSTRUMEN_FINANSIAL,2021-02-22 18:52:00
bp jamsostek,BADAN_REGULATOR,Meningkatkan,keamanan dana,KONSEP,2021-02-22 18:52:00
kurniasih mufidayati,ORANG,Mengumumkan,hasil audit,KONSEP,2021-02-22 18:52:00
kejaksaan agung,PEMERINTAHAN,Meningkatkan,status kasus,KONSEP,2021-02-22 18:52:00
kejaksaan agung,PEMERINTAHAN,BeroperasiDi,kasus investasi bpjs ketenagakerjaan,KONSEP,2021-02-22 18:52:00
kurniasih mufidayati,ORANG,Mengumumkan,tindak lanjut penyidikan,KONSEP,2021-02-22 18:52:00
bpjs ketenagakerjaan,BADAN_REGULATOR,Mempengaruhi,para pekerja,ORANG,2021-02-22 18:52:00
tesla inc,PERUSAHAAN,BerinvestasiDi,bitcoin,PRODUK,2021-02-22 17:45:00
tesla inc,PERUSAHAAN,Menghasilkan,keuntungan,INDIKATOR_EKONOMI,2021-02-22 17:45:00
bitcoin,PRODUK,Meningkatkan,aset tesla,INSTRUMEN_FINANSIAL,2021-02-22 17:45:00
microstrategy inc,PERUSAHAAN,BerinvestasiDi,bitcoin,PRODUK,2021-02-22 17:45:00
microstrategy inc,PERUSAHAAN,Menghasilkan,keuntungan,INDIKATOR_EKONOMI,2021-02-22 17:45:00
bitcoin,PRODUK,Mempengaruhi,kekayaan,KONSEP,2021-02-22 17:15:00
cameron winklevoss,ORANG,Memiliki,bitcoin,PRODUK,2021-02-22 17:15:00
tyler winklevoss,ORANG,Memiliki,bitcoin,PRODUK,2021-02-22 17:15:00
oscar darmawan,ORANG,Mengumumkan,rencana pembelian bitcoin,KONSEP,2021-02-22 17:15:00
microstrategy,PERUSAHAAN,BerinvestasiDi,bitcoin,PRODUK,2021-02-22 17:15:00
microstrategy,PERUSAHAAN,Memiliki,bitcoin,PRODUK,2021-02-22 17:15:00
microstrategy,PERUSAHAAN,Menghasilkan,keuntungan,KONSEP,2021-02-22 17:15:00
tesla,PERUSAHAAN,Menghasilkan,keuntungan,KONSEP,2021-02-22 17:15:00
pt asuransi jiwasraya (persero),PERUSAHAAN,BerdampakNegatif,kerugian yang ditimbulkan dari para tersangka mi,INDIKATOR_EKONOMI,2021-02-22 13:46:00
jiwasraya,PERUSAHAAN,Mengendalikan,instrumen keuangan yang menjadi underlying reksa dana,INSTRUMEN_FINANSIAL,2021-02-22 13:46:00
joko hartono tirto,ORANG,Mempengaruhi,heru hidayat,ORANG,2021-02-22 13:46:00
kejaksaan agung,BADAN_REGULATOR,Mengumumkan,13 berkas perkara atas nama tersangka korporasi perusahaan manajer investasi (mi),EVENT,2021-02-22 13:46:00
lpi,BADAN_REGULATOR,BerdampakPositif,komitmen dari sejumlah lembaga investasi,KONSEP,2021-02-22 12:59:00
government of singapore investment corporation private limited,PERUSAHAAN,BerinvestasiDi,lpi,BADAN_REGULATOR,2021-02-22 12:59:00
apg-netherland,PERUSAHAAN,BerinvestasiDi,lpi,BADAN_REGULATOR,2021-02-22 12:59:00
caisse de dépôt et placement du québec,PERUSAHAAN,BerinvestasiDi,lpi,BADAN_REGULATOR,2021-02-22 12:59:00
abu dhabi investment authority,PERUSAHAAN,BerinvestasiDi,lpi,BADAN_REGULATOR,2021-02-22 12:59:00
japan bank fo international cooperation,PERUSAHAAN,BerinvestasiDi,lpi,BADAN_REGULATOR,2021-02-22 12:59:00
international development finance corporation,PERUSAHAAN,BerinvestasiDi,lpi,BADAN_REGULATOR,2021-02-22 12:59:00
lpi,BADAN_REGULATOR,BeroperasiDi,industri hulu,SEKTOR,2021-02-22 12:59:00
lembaga pengelola investasi,BADAN_REGULATOR,Mengumumkan,pengembangan investasi industri strategis,KONSEP,2021-02-22 12:59:00
lpi,BADAN_REGULATOR,BerdampakPositif,kerjasama penyertaan investasi antara lpi dan swasta,KONSEP,2021-02-22 12:59:00
lpi,BADAN_REGULATOR,Meningkatkan,optimalisasi nilai investasi pemerintah pusat,KONSEP,2021-02-22 12:59:00
investor,ORANG,Memiliki,mandat,KONSEP,2021-02-22 11:37:00
ihsg,INDIKATOR_EKONOMI,Memiliki,bursa efek indonesia,PERUSAHAAN,2021-02-22 11:37:00
sri mulyani,ORANG,Mengumumkan,akses air layak minum,KONSEP,2021-02-20 14:00:00
kpbu spam regional jatiluhur i,PRODUK,BeroperasiDi,kabupaten karawang,KOTA,2021-02-20 14:00:00
badan pusat statistik,BADAN_REGULATOR,Menghasilkan,data,KONSEP,2021-02-20 14:00:00
pt tirta gemah ripah,PERUSAHAAN,AnggotaDari,konsorsium,KONSEP,2021-02-20 14:00:00
pt wijaya karya (persero) tbk,PERUSAHAAN,AnggotaDari,konsorsium,KONSEP,2021-02-20 14:00:00
kpbu spam regional jatiluhur i,PRODUK,BerdampakPositif,masyarakat indonesia,ORGANISASI,2021-02-20 14:00:00
pt jaya konstruksi manggala pratama tbk,PERUSAHAAN,AnggotaDari,konsorsium,KONSEP,2021-02-20 14:00:00
kpbu spam regional jatiluhur i,PRODUK,BeroperasiDi,kabupaten bekasi,KOTA,2021-02-20 14:00:00
kpbu spam regional jatiluhur i,PRODUK,BeroperasiDi,kota bekasi,KOTA,2021-02-20 14:00:00
kpbu spam regional jatiluhur i,PRODUK,BeroperasiDi,provinsi dki jakarta,WILAYAH,2021-02-20 14:00:00
kpbu spam regional jatiluhur i,PRODUK,Menghasilkan,investasi,INDIKATOR_EKONOMI,2021-02-20 14:00:00
bitcoin,PRODUK,Memiliki,harga,INDIKATOR_EKONOMI,2021-02-19 21:00:00
sandiaga uno,ORANG,Mengumumkan,satgas toilet indonesia,KONSEP,2021-02-19 16:44:00
mister loo,PERUSAHAAN,BerinvestasiDi,pengelolaan toilet di kawasan wisata danau toba,KONSEP,2021-02-19 16:44:00
pemerintah,PEMERINTAHAN,BeroperasiDi,pembangunan dan pengelolaan toilet di sejumlah obyek wisata,KONSEP,2021-02-19 16:44:00
sandiaga uno,ORANG,AnggotaDari,menteri pariwisata dan ekonomi kreatif,PEMERINTAHAN,2021-02-19 16:44:00
luhut binsar pandjaitan,ORANG,Mengaitkan,pandemi covid-19,EVENT,2021-02-19 16:44:00
luhut binsar pandjaitan,ORANG,Mengaitkan,air bersih,KONSEP,2021-02-19 16:44:00
luhut binsar pandjaitan,ORANG,Mempengaruhi,investor yang mau investasi di sektor penyediaan air bersih,KONSEP,2021-02-19 16:44:00
menteri koordinator bidang kemaritiman dan investasi,PEMERINTAHAN,Mengumumkan,apresiasi kepada investor yang mau investasi di sektor penyediaan air bersih,KONSEP,2021-02-19 16:44:00
reksa dana pasar uang,PRODUK,BeroperasiDi,aplikasi ovo,PERUSAHAAN,2021-02-19 14:28:00
ojk,BADAN_REGULATOR,Mengumumkan,literasi keuangan masyarakat indonesia,INDIKATOR_EKONOMI,2021-02-19 14:28:00
otoritas jasa keuangan,BADAN_REGULATOR,Mengumumkan,data,KONSEP,2021-02-19 14:28:00
reksa dana,PRODUK,BerdampakNegatif,investasi milenial,KONSEP,2021-02-19 14:28:00
badan usaha milik negara (bumn),PERUSAHAAN,BerinvestasiDi,setoran pajak,INDIKATOR_EKONOMI,2021-02-19 13:01:00
badan usaha milik negara (bumn),PERUSAHAAN,BerinvestasiDi,setoran dividen,INDIKATOR_EKONOMI,2021-02-19 13:01:00
investasi penyertaan modal negara (pmn),KONSEP,BerdampakPositif,kesejahteraan masyarakat,KONSEP,2021-02-19 13:01:00
investasi penyertaan modal negara (pmn),KONSEP,BerdampakPositif,negara,NEGARA,2021-02-19 13:01:00
joko widodo,ORANG,Mengumumkan,realokasi investasi sebesar rp 900 triliun di 2021,KONSEP,2021-02-18 22:00:00
badan koordinasi penanaman modal,BADAN_REGULATOR,Mempengaruhi,"target investasi sebesar rp 858,5 triliun",INDIKATOR_EKONOMI,2021-02-18 22:00:00
aset kripto,KONSEP,Memiliki,harga yang meningkat,KONSEP,2021-02-18 18:06:00
sahudi,ORANG,AnggotaDari,bappebti,BADAN_REGULATOR,2021-02-18 18:06:00
13 pedagang aset kripto,PERUSAHAAN,Memiliki,izin bappebti,KONSEP,2021-02-18 18:06:00
investor,ORANG,BerinvestasiDi,aset kripto,KONSEP,2021-02-18 18:06:00
bitcoin,PRODUK,Mempengaruhi,investasi di aset kripto,KONSEP,2021-02-18 18:06:00
bappebti,BADAN_REGULATOR,BeroperasiDi,indonesia,NEGARA,2021-02-18 18:06:00
pemerintah,PEMERINTAHAN,Mengumumkan,transaksi kripto,KONSEP,2021-02-18 18:06:00
ikatan arsitek indonesia,ORGANISASI,Mengumumkan,identitas kebudayaan lokal,KONSEP,2021-02-18 17:04:00
bali,WILAYAH,Mempengaruhi,investasi,KONSEP,2021-02-18 17:04:00
bali,WILAYAH,BerinvestasiDi,"hotel, vila, atau properti komersial",PRODUK,2021-02-18 17:04:00
investor,ORANG,Mempengaruhi,arsitektur bali,KONSEP,2021-02-18 17:04:00
bali,WILAYAH,BerdampakPositif,pertumbuhan perekonomian masyarakat,INDIKATOR_EKONOMI,2021-02-18 17:04:00
pemerintah indonesia,PEMERINTAHAN,BerinvestasiDi,antam,PERUSAHAAN,2021-02-18 17:01:00
tesla inc,PERUSAHAAN,Menghasilkan,lithium baterai,PRODUK,2021-02-18 17:01:00
pemerintah indonesia,PEMERINTAHAN,BerinvestasiDi,pt inalum,PERUSAHAAN,2021-02-18 17:01:00
kementerian koordinator bidang kemaritiman dan investasi,PEMERINTAHAN,Mengendalikan,negosiasi dengan tesla,KONSEP,2021-02-18 17:01:00
tesla inc,PERUSAHAAN,Berpartisipasi,pemerintahan india,PEMERINTAHAN,2021-02-18 17:01:00
pemerintah indonesia,PEMERINTAHAN,Mengumumkan,negosiasi dengan tesla,KONSEP,2021-02-18 17:01:00
tesla inc,PERUSAHAAN,Mengumumkan,pabrik kendaraan bermotor berbasis listrik,PRODUK,2021-02-18 16:54:00
tesla inc,PERUSAHAAN,BerinvestasiDi,india,NEGARA,2021-02-18 16:54:00
tesla inc,PERUSAHAAN,BerinvestasiDi,karnataka,WILAYAH,2021-02-18 16:54:00
tesla inc,PERUSAHAAN,Mempengaruhi,energy storage system (ess),KONSEP,2021-02-18 16:54:00
pemerintah india,PEMERINTAHAN,Mengumumkan,"rencana kerja sama tesla, lg, dan catl",KONSEP,2021-02-18 16:54:00
agus tjahjana wirakusumah,ORANG,Mengumumkan,rencana investasi tesla,KONSEP,2021-02-18 16:54:00
warga desa sumurgeneng,ORANG,Meningkatkan,kekayaan,KONSEP,2021-02-18 16:03:00
